"","Date","Site","Plot_code","Tree","Leafcode","Morpho","Family","Genus","Species","Taxon","Percent_C","Percent_N","CN_ratio","d15N","d13C","CN_filename","P_avg","P_std_dev","P_co_var","correction.factor","Percent_P","NP_ratio","Percent_P_corrected","Percent_P_corrected_CV","P_filename","Notes","box_number"
"67",2012,"Nara",NA,NA,"x_31_1",NA,NA,NA,NA,NA,42.2775,2.3785,17.774858103847,-2.66785731315613,-34.8012471008301,"Enquist.812",0.0522272185388719,0.00366973595915501,0.070264817116839,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"68",2012,"Nara",NA,NA,"v_31_1",NA,NA,NA,NA,NA,40.3265,2.6473,15.233067653836,-3.26910009384155,-31.5386967468262,"Enquist.812",0.0707073131161436,0.00200450433708435,0.0283493212900306,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"69",2012,"Nara",NA,NA,"x_28_1",NA,NA,NA,NA,NA,46.1938,2.9709,15.548756269144,-2.33202018737793,-33.792557220459,"Enquist.812",0.0714965096372652,0.00226860344505364,0.0317302684643392,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"70",2012,"Nara",NA,NA,"x_12_1",NA,NA,NA,NA,NA,41.9347,2.4146,17.3671415555371,-1.84788551330566,-32.7079319763184,"Enquist.812",0.0630996108897597,0.00162753720453211,0.0257931416942579,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"71",2012,"Nara",NA,NA,"x_26_1",NA,NA,NA,NA,NA,42.4603,2.5558,16.6133109006965,-4.13601961135864,-31.806171875,"Enquist.812",0.0748916333735463,0.00121893151495252,0.0162759371113286,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"72",2012,"Nara",NA,NA,"x_22_1",NA,NA,NA,NA,NA,46.1251,4.2661,10.8120062820843,-2.57639982223511,-29.6363873291016,"Enquist.812",0.16389319718548,0.00775284869762344,0.0473042739464617,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"73",2012,"Nara",NA,NA,"x_21_1",NA,NA,NA,NA,NA,45.183,1.9439,23.2434796028602,-3.71710997581482,-34.7143891906738,"Enquist.812",0.104154354967727,0.000800811578625206,0.00768869990000272,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"74",2012,"Nara",NA,NA,"x_2_1",NA,NA,NA,NA,NA,41.8707,1.8312,22.8651703800786,-4.6685147857666,-32.5181687927246,"Enquist.812",0.0803053527849424,0.00209093748444416,0.0260373363908093,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"75",2012,"Nara",NA,NA,"x_1_1",NA,NA,NA,NA,NA,45.8796,2.2065,20.7929299796057,-2.88461142539978,-33.9233697509766,"Enquist.812",0.0726495814435794,0.00260549562473342,0.0358638766110013,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"76",2012,"Tinamu",NA,NA,"vi_9_1",NA,NA,NA,NA,NA,41.2512,2.2524,18.3143313798615,-1.66783183574677,-32.8077272033691,"Enquist.812",0.0817156421600224,0.00194412745890515,0.0237913746684875,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"77",2012,"Tinamu",NA,NA,"vi_16_1",NA,NA,NA,NA,NA,47.3022,3.1889,14.8333908244222,-0.875805311203,-33.4151986694336,"Enquist.812",0.0904146662681859,0.00201033520160177,0.0222346139689191,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"78",2012,"Tinamu",NA,NA,"vii_27_1",NA,NA,NA,NA,NA,48.4941,3.2497,14.922639012832,-0.416890614032745,-34.0786546325684,"Enquist.812",0.145435135893367,0.00166721027891658,0.01146360037879,NA,NA,NA,NA,NA,"P_2012CR24",NA,NA
"79",2012,"Tinamu",NA,NA,"viii_20_1",NA,NA,NA,NA,NA,42.335,2.0204,20.95377153039,-0.585324702262878,-34.9021562194824,"Enquist.812",0.0533828731872308,0.00142801071843992,0.0267503533095985,NA,NA,NA,NA,NA,"P_2012CR25_Hawaii",NA,NA
"80",2012,"Tinamu",NA,NA,"viii_22_1",NA,NA,NA,NA,NA,36.6017,1.9484,18.785516321084,-1.25787061214447,-35.1963151550293,"Enquist.812",0.0789409502911712,0.00366466315712718,0.0464228406626748,NA,NA,NA,NA,NA,"P_2012CR25_Hawaii",NA,NA
"81",2012,"Tinamu",NA,NA,"viii_34_1",NA,NA,NA,NA,NA,45.4963,2.3124,19.6749264833074,-2.2242153263092,-33.8978646850586,"Enquist.812",0.0725605702450897,0.00143765057190362,0.0198131101650335,NA,NA,NA,NA,NA,"P_2012CR25_Hawaii",NA,NA
"82",2012,"Tinamu",NA,NA,"ix_4_1",NA,NA,NA,NA,NA,47.9354,1.3301,36.0389444402676,-1.86591297149658,-31.3056386566162,"Enquist.812",0.0505375222936079,0.00111245785934358,0.0220125128588721,NA,NA,NA,NA,NA,"P_2012CR25_Hawaii",NA,NA
"83",2012,"Tinamu",NA,NA,"vii_19_1",NA,NA,NA,NA,NA,45.7766,2.2441,20.3986453366606,-1.39695456027985,-34.8952548217773,"Enquist.812",0.0704287993770162,0.00312993408752291,0.0444411109547374,NA,NA,NA,NA,NA,"P_2012CR25_Hawaii",NA,NA
"84",2012,"Tinamu",NA,NA,"vi_15_1",NA,NA,NA,NA,NA,40.8895,1.8278,22.3708830287778,-0.554535174369812,-32.513851852417,"Enquist.812",0.06643050209462,6.60946369899186e-05,0.000994944113109021,NA,NA,NA,NA,NA,"P_2012CR25_Hawaii",NA,NA
"85",2012,"Tinamu",NA,NA,"vii_2_1",NA,NA,NA,NA,NA,49.102,2.9069,16.8915339364959,-1.85076477050781,-33.9690463256836,"Enquist.812",0.0780056633478528,0.00186107767074743,0.0238582378621443,NA,NA,NA,NA,NA,"P_2012CR25_Hawaii",NA,NA
